
Wavelength	SpectralRadiance
4.06e-06	7.74e+10
4.09e-06	6.92e+10
4.11e-06	6.34e+10
4.14e-06	7.08e+10
4.16e-06	5.69e+10
4.19e-06	7.21e+10
4.21e-06	6.98e+10
4.24e-06	5.41e+10
4.26e-06	6.23e+10
4.29e-06	4.98e+10
4.31e-06	6.67e+10
4.34e-06	5.11e+10
4.36e-06	5.73e+10
4.38e-06	5.59e+10
4.41e-06	5.38e+10
4.43e-06	5.73e+10
4.46e-06	4.96e+10
4.48e-06	5.90e+10
4.51e-06	5.62e+10
4.53e-06	5.83e+10
4.56e-06	4.73e+10
4.58e-06	4.77e+10
4.61e-06	4.76e+10
4.63e-06	4.94e+10
4.66e-06	4.60e+10
4.68e-06	4.68e+10
4.70e-06	4.53e+10
4.73e-06	4.45e+10
4.75e-06	4.42e+10
4.78e-06	4.63e+10
4.80e-06	4.57e+10
4.83e-06	4.49e+10
4.85e-06	4.18e+10
4.88e-06	3.64e+10
4.90e-06	3.85e+10
4.93e-06	3.50e+10
4.95e-06	3.51e+10
4.98e-06	3.57e+10
5.00e-06	3.36e+10
