
Wavelength	SpectralRadiance
4.61e-06	7.60e+10
4.63e-06	7.00e+10
4.66e-06	6.51e+10
4.68e-06	7.25e+10
4.70e-06	7.69e+10
4.73e-06	7.05e+10
4.75e-06	8.40e+10
4.78e-06	6.72e+10
4.80e-06	5.92e+10
4.83e-06	5.63e+10
4.85e-06	6.33e+10
4.88e-06	5.66e+10
4.90e-06	5.87e+10
4.93e-06	7.91e+10
4.95e-06	5.42e+10
4.98e-06	5.51e+10
5.00e-06	5.82e+10
