
Wavelength	SpectralRadiance
3.65e-06	2.40e+11
3.67e-06	2.12e+11
3.69e-06	1.99e+11
3.72e-06	2.02e+11
3.74e-06	2.00e+11
3.77e-06	2.00e+11
3.79e-06	2.33e+11
3.82e-06	2.06e+11
3.84e-06	2.05e+11
3.87e-06	1.72e+11
3.89e-06	1.58e+11
3.92e-06	2.04e+11
3.94e-06	1.51e+11
3.97e-06	1.69e+11
3.99e-06	1.72e+11
4.02e-06	1.49e+11
4.04e-06	1.52e+11
4.06e-06	1.65e+11
4.09e-06	1.53e+11
4.11e-06	1.47e+11
4.14e-06	1.28e+11
4.16e-06	1.39e+11
4.19e-06	1.55e+11
4.21e-06	1.29e+11
4.24e-06	1.33e+11
4.26e-06	1.14e+11
4.29e-06	1.19e+11
4.31e-06	1.22e+11
4.34e-06	1.20e+11
4.36e-06	1.12e+11
4.38e-06	1.22e+11
4.41e-06	1.05e+11
4.43e-06	9.60e+10
4.46e-06	1.01e+11
4.48e-06	1.04e+11
4.51e-06	1.03e+11
4.53e-06	1.07e+11
4.56e-06	1.09e+11
4.58e-06	9.23e+10
4.61e-06	1.03e+11
4.63e-06	8.59e+10
4.66e-06	9.37e+10
4.68e-06	7.96e+10
4.70e-06	8.66e+10
4.73e-06	8.12e+10
4.75e-06	8.65e+10
4.78e-06	7.37e+10
4.80e-06	6.90e+10
4.83e-06	7.27e+10
4.85e-06	7.59e+10
4.88e-06	6.71e+10
4.90e-06	7.04e+10
4.93e-06	7.72e+10
4.95e-06	6.29e+10
4.98e-06	7.09e+10
5.00e-06	7.34e+10
