
Wavelength	SpectralRadiance
3.94e-06	1.12e+11
3.97e-06	8.96e+10
3.99e-06	8.93e+10
4.02e-06	9.32e+10
4.04e-06	7.74e+10
4.06e-06	9.13e+10
4.09e-06	8.92e+10
4.11e-06	7.77e+10
4.14e-06	8.30e+10
4.16e-06	8.22e+10
4.19e-06	7.05e+10
4.21e-06	7.96e+10
4.24e-06	6.69e+10
4.26e-06	8.74e+10
4.29e-06	7.16e+10
4.31e-06	6.32e+10
4.34e-06	6.89e+10
4.36e-06	7.57e+10
4.38e-06	6.52e+10
4.41e-06	8.46e+10
4.43e-06	6.25e+10
4.46e-06	6.53e+10
4.48e-06	6.07e+10
4.51e-06	5.68e+10
4.53e-06	7.08e+10
4.56e-06	6.13e+10
4.58e-06	5.83e+10
4.61e-06	5.50e+10
4.63e-06	6.32e+10
4.66e-06	4.78e+10
4.68e-06	5.84e+10
4.70e-06	5.96e+10
4.73e-06	5.30e+10
4.75e-06	5.30e+10
4.78e-06	4.86e+10
4.80e-06	4.96e+10
4.83e-06	4.55e+10
4.85e-06	4.68e+10
4.88e-06	4.71e+10
4.90e-06	4.38e+10
4.93e-06	4.04e+10
4.95e-06	4.55e+10
4.98e-06	5.20e+10
5.00e-06	3.88e+10
