
Wavelength	SpectralRadiance
2.51e-06	6.15e+11
2.54e-06	5.04e+11
2.56e-06	5.37e+11
2.59e-06	6.21e+11
2.61e-06	5.60e+11
2.64e-06	4.95e+11
2.66e-06	4.32e+11
2.69e-06	4.02e+11
2.71e-06	4.27e+11
2.73e-06	3.82e+11
2.76e-06	3.57e+11
2.78e-06	4.16e+11
2.81e-06	4.01e+11
2.83e-06	3.82e+11
2.86e-06	4.30e+11
2.88e-06	3.63e+11
2.91e-06	3.44e+11
2.93e-06	3.89e+11
2.96e-06	3.15e+11
2.98e-06	3.97e+11
3.01e-06	3.15e+11
3.03e-06	3.28e+11
3.05e-06	2.49e+11
3.08e-06	3.02e+11
3.10e-06	2.25e+11
3.13e-06	2.62e+11
3.15e-06	2.70e+11
3.18e-06	2.55e+11
3.20e-06	2.64e+11
3.23e-06	2.47e+11
3.25e-06	2.35e+11
3.28e-06	2.29e+11
3.30e-06	2.31e+11
3.33e-06	2.09e+11
3.35e-06	1.77e+11
3.37e-06	1.85e+11
3.40e-06	1.94e+11
3.42e-06	1.96e+11
3.45e-06	1.98e+11
3.47e-06	2.26e+11
3.50e-06	1.70e+11
3.52e-06	1.55e+11
3.55e-06	1.87e+11
3.57e-06	1.29e+11
3.60e-06	1.50e+11
3.62e-06	1.79e+11
3.65e-06	1.61e+11
3.67e-06	1.28e+11
3.69e-06	1.40e+11
3.72e-06	1.63e+11
3.74e-06	1.36e+11
3.77e-06	1.50e+11
3.79e-06	1.20e+11
3.82e-06	1.14e+11
3.84e-06	1.40e+11
3.87e-06	1.34e+11
3.89e-06	1.30e+11
3.92e-06	1.32e+11
3.94e-06	1.23e+11
3.97e-06	1.03e+11
3.99e-06	1.11e+11
4.02e-06	1.27e+11
4.04e-06	1.06e+11
4.06e-06	9.41e+10
4.09e-06	8.74e+10
4.11e-06	1.04e+11
4.14e-06	1.02e+11
4.16e-06	9.27e+10
4.19e-06	9.69e+10
4.21e-06	8.38e+10
4.24e-06	9.05e+10
4.26e-06	7.67e+10
4.29e-06	7.01e+10
4.31e-06	8.52e+10
4.34e-06	7.72e+10
4.36e-06	8.91e+10
4.38e-06	8.26e+10
4.41e-06	7.93e+10
4.43e-06	6.66e+10
4.46e-06	8.36e+10
4.48e-06	8.04e+10
4.51e-06	6.96e+10
4.53e-06	8.20e+10
4.56e-06	7.59e+10
4.58e-06	7.23e+10
4.61e-06	6.83e+10
4.63e-06	6.68e+10
4.66e-06	7.11e+10
4.68e-06	6.45e+10
4.70e-06	6.09e+10
4.73e-06	5.63e+10
4.75e-06	7.39e+10
4.78e-06	5.67e+10
4.80e-06	4.98e+10
4.83e-06	5.16e+10
4.85e-06	5.38e+10
4.88e-06	5.31e+10
4.90e-06	4.41e+10
4.93e-06	4.91e+10
4.95e-06	5.50e+10
4.98e-06	5.57e+10
5.00e-06	5.62e+10
