
Wavelength	SpectralRadiance
4.16e-06	2.24e+10
4.19e-06	2.17e+10
4.21e-06	1.89e+10
4.24e-06	2.01e+10
4.26e-06	1.86e+10
4.29e-06	2.23e+10
4.31e-06	1.77e+10
4.34e-06	2.17e+10
4.36e-06	1.79e+10
4.38e-06	1.57e+10
4.41e-06	1.72e+10
4.43e-06	1.80e+10
4.46e-06	1.69e+10
4.48e-06	1.65e+10
4.51e-06	1.66e+10
4.53e-06	1.52e+10
4.56e-06	1.50e+10
4.58e-06	1.48e+10
4.61e-06	1.62e+10
4.63e-06	1.29e+10
4.66e-06	1.63e+10
4.68e-06	1.59e+10
4.70e-06	1.54e+10
4.73e-06	1.45e+10
4.75e-06	1.57e+10
4.78e-06	1.26e+10
4.80e-06	1.33e+10
4.83e-06	1.22e+10
4.85e-06	1.23e+10
4.88e-06	1.29e+10
4.90e-06	1.22e+10
4.93e-06	1.01e+10
4.95e-06	1.37e+10
4.98e-06	1.16e+10
5.00e-06	1.29e+10
