
Wavelength	SpectralRadiance
2.59e-06	1.23e+11
2.61e-06	1.27e+11
2.64e-06	1.11e+11
2.66e-06	1.16e+11
2.69e-06	1.19e+11
2.71e-06	1.16e+11
2.73e-06	1.13e+11
2.76e-06	1.10e+11
2.78e-06	8.95e+10
2.81e-06	9.55e+10
2.83e-06	9.19e+10
2.86e-06	1.06e+11
2.88e-06	8.07e+10
2.91e-06	8.15e+10
2.93e-06	7.38e+10
2.96e-06	1.03e+11
2.98e-06	8.18e+10
3.01e-06	8.02e+10
3.03e-06	8.33e+10
3.05e-06	8.72e+10
3.08e-06	6.89e+10
3.10e-06	7.91e+10
3.13e-06	6.70e+10
3.15e-06	6.88e+10
3.18e-06	8.03e+10
3.20e-06	6.81e+10
3.23e-06	7.13e+10
3.25e-06	7.39e+10
3.28e-06	7.17e+10
3.30e-06	6.97e+10
3.33e-06	6.34e+10
3.35e-06	5.84e+10
3.37e-06	5.96e+10
3.40e-06	5.37e+10
3.42e-06	5.50e+10
3.45e-06	5.40e+10
3.47e-06	5.89e+10
3.50e-06	5.68e+10
3.52e-06	5.68e+10
3.55e-06	5.25e+10
3.57e-06	5.28e+10
3.60e-06	5.39e+10
3.62e-06	5.26e+10
3.65e-06	5.39e+10
3.67e-06	5.52e+10
3.69e-06	4.83e+10
3.72e-06	4.38e+10
3.74e-06	5.39e+10
3.77e-06	4.58e+10
3.79e-06	3.90e+10
3.82e-06	3.47e+10
3.84e-06	4.59e+10
3.87e-06	3.66e+10
3.89e-06	3.83e+10
3.92e-06	4.37e+10
3.94e-06	4.23e+10
3.97e-06	4.34e+10
3.99e-06	2.90e+10
4.02e-06	3.53e+10
4.04e-06	3.37e+10
4.06e-06	3.55e+10
4.09e-06	4.05e+10
4.11e-06	3.16e+10
4.14e-06	3.21e+10
4.16e-06	3.15e+10
4.19e-06	2.48e+10
4.21e-06	2.80e+10
4.24e-06	3.39e+10
4.26e-06	3.03e+10
4.29e-06	3.32e+10
4.31e-06	3.12e+10
4.34e-06	3.24e+10
4.36e-06	2.58e+10
4.38e-06	2.29e+10
4.41e-06	2.59e+10
4.43e-06	2.84e+10
4.46e-06	2.15e+10
4.48e-06	2.80e+10
4.51e-06	2.61e+10
4.53e-06	3.02e+10
4.56e-06	1.97e+10
4.58e-06	2.32e+10
4.61e-06	2.65e+10
4.63e-06	2.10e+10
4.66e-06	2.23e+10
4.68e-06	2.08e+10
4.70e-06	1.98e+10
4.73e-06	2.52e+10
4.75e-06	2.09e+10
4.78e-06	2.32e+10
4.80e-06	2.32e+10
4.83e-06	1.90e+10
4.85e-06	1.94e+10
4.88e-06	1.93e+10
4.90e-06	2.28e+10
4.93e-06	1.56e+10
4.95e-06	1.77e+10
4.98e-06	1.74e+10
5.00e-06	1.63e+10
